Local time,Open,High,Low,Close,Volume,Ticker
01.01.2020 22:45:00.000 GMT-0800,83.742,83.742,83.728,0.83735,13.5,CADJPY
01.01.2020 23:00:00.000 GMT-0800,83.726,83.736,83.711,0.83735,150.94,CADJPY
01.01.2020 23:15:00.000 GMT-0800,83.73,83.742,83.727,0.83741,46.5,CADJPY
01.01.2020 23:30:00.000 GMT-0800,83.739,83.761,83.739,0.83761,81.4,CADJPY
01.01.2020 23:45:00.000 GMT-0800,83.798,83.809,83.789,0.83808,80.87,CADJPY
02.01.2020 00:00:00.000 GMT-0800,83.775,83.778,83.762,0.83762,151.18,CADJPY
02.01.2020 00:15:00.000 GMT-0800,83.865,83.872,83.862,0.83872,60.06,CADJPY
02.01.2020 00:30:00.000 GMT-0800,83.875,83.876,83.871,0.83871,36,CADJPY
02.01.2020 00:45:00.000 GMT-0800,83.859,83.861,83.849,0.83851,58.89,CADJPY
02.01.2020 01:00:00.000 GMT-0800,83.86,83.866,83.856,0.83861,110.45,CADJPY
02.01.2020 01:15:00.000 GMT-0800,83.894,83.897,83.884,0.83884,67.81,CADJPY
02.01.2020 01:30:00.000 GMT-0800,83.895,83.895,83.881,0.83884,63.96,CADJPY
02.01.2020 01:45:00.000 GMT-0800,83.844,83.851,83.841,0.83849,78.53,CADJPY
02.01.2020 02:00:00.000 GMT-0800,83.849,83.85,83.843,0.83845,52.6,CADJPY
02.01.2020 02:15:00.000 GMT-0800,83.841,83.844,83.839,0.83843,62.93,CADJPY
02.01.2020 02:30:00.000 GMT-0800,83.79,83.791,83.775,0.83776,120.48,CADJPY
02.01.2020 02:45:00.000 GMT-0800,83.788,83.798,83.788,0.83795,86.81,CADJPY
02.01.2020 03:00:00.000 GMT-0800,83.756,83.757,83.751,0.83754,62.81,CADJPY
02.01.2020 03:15:00.000 GMT-0800,83.728,83.732,83.725,0.83725,63.74,CADJPY
02.01.2020 03:30:00.000 GMT-0800,83.692,83.694,83.683,0.83688,91.01,CADJPY
02.01.2020 03:45:00.000 GMT-0800,83.656,83.662,83.654,0.8366,93.5,CADJPY
02.01.2020 04:00:00.000 GMT-0800,83.65,83.652,83.644,0.83646,51.13,CADJPY
02.01.2020 04:15:00.000 GMT-0800,83.697,83.698,83.691,0.83693,107.32,CADJPY
02.01.2020 04:30:00.000 GMT-0800,83.709,83.715,83.706,0.83711,55,CADJPY
02.01.2020 04:45:00.000 GMT-0800,83.724,83.738,83.724,0.83726,68.56,CADJPY
02.01.2020 05:00:00.000 GMT-0800,83.734,83.736,83.725,0.83727,63.25,CADJPY
02.01.2020 05:15:00.000 GMT-0800,83.693,83.693,83.66,0.8366,141.15,CADJPY
02.01.2020 05:30:00.000 GMT-0800,83.624,83.659,83.609,0.83658,178.11,CADJPY
02.01.2020 05:45:00.000 GMT-0800,83.666,83.673,83.659,0.83671,98.37,CADJPY
02.01.2020 06:00:00.000 GMT-0800,83.658,83.664,83.651,0.83654,112.49,CADJPY
02.01.2020 06:15:00.000 GMT-0800,83.65,83.669,83.65,0.83664,62.23,CADJPY
02.01.2020 06:30:00.000 GMT-0800,83.623,83.627,83.6,0.83614,165.88,CADJPY
02.01.2020 06:45:00.000 GMT-0800,83.6,83.61,83.594,0.83608,129.38,CADJPY
02.01.2020 07:00:00.000 GMT-0800,83.614,83.624,83.609,0.83612,88.57,CADJPY
02.01.2020 07:15:00.000 GMT-0800,83.59,83.59,83.546,0.83555,229.82,CADJPY
02.01.2020 07:30:00.000 GMT-0800,83.451,83.452,83.427,0.83431,195.34,CADJPY
02.01.2020 07:45:00.000 GMT-0800,83.369,83.369,83.355,0.83363,178.97,CADJPY
02.01.2020 08:00:00.000 GMT-0800,83.427,83.433,83.408,0.8343,196.63,CADJPY
02.01.2020 08:15:00.000 GMT-0800,83.459,83.462,83.446,0.83453,191.74,CADJPY
02.01.2020 08:30:00.000 GMT-0800,83.442,83.442,83.427,0.83434,102.37,CADJPY
02.01.2020 08:45:00.000 GMT-0800,83.433,83.44,83.421,0.83422,114.26,CADJPY
02.01.2020 09:00:00.000 GMT-0800,83.426,83.435,83.413,0.83418,124.51,CADJPY
02.01.2020 09:15:00.000 GMT-0800,83.432,83.433,83.421,0.83431,105.39,CADJPY
02.01.2020 09:30:00.000 GMT-0800,83.48,83.486,83.48,0.83482,51.61,CADJPY
02.01.2020 09:45:00.000 GMT-0800,83.532,83.535,83.53,0.83535,76.19,CADJPY
02.01.2020 10:00:00.000 GMT-0800,83.509,83.514,83.489,0.83491,80.56,CADJPY
02.01.2020 10:15:00.000 GMT-0800,83.507,83.509,83.497,0.83501,91.78,CADJPY
02.01.2020 10:30:00.000 GMT-0800,83.514,83.523,83.514,0.83522,94.2,CADJPY
02.01.2020 10:45:00.000 GMT-0800,83.529,83.535,83.528,0.83535,83.47,CADJPY
02.01.2020 11:00:00.000 GMT-0800,83.538,83.539,83.532,0.83539,31.17,CADJPY
02.01.2020 11:15:00.000 GMT-0800,83.577,83.577,83.565,0.83571,54.03,CADJPY
02.01.2020 11:30:00.000 GMT-0800,83.602,83.605,83.597,0.83604,86.1,CADJPY
02.01.2020 11:45:00.000 GMT-0800,83.584,83.588,83.58,0.83583,80.64,CADJPY
02.01.2020 12:00:00.000 GMT-0800,83.565,83.575,83.564,0.83573,127.49,CADJPY
02.01.2020 12:15:00.000 GMT-0800,83.551,83.555,83.543,0.83545,99.78,CADJPY
02.01.2020 12:30:00.000 GMT-0800,83.566,83.581,83.564,0.83567,82.87,CADJPY
02.01.2020 12:45:00.000 GMT-0800,83.551,83.551,83.542,0.8355,81.72,CADJPY
02.01.2020 13:00:00.000 GMT-0800,83.59,83.594,83.582,0.83584,70.78,CADJPY
02.01.2020 13:15:00.000 GMT-0800,83.573,83.575,83.564,0.83565,31.85,CADJPY
02.01.2020 13:30:00.000 GMT-0800,83.562,83.569,83.561,0.83569,15.5,CADJPY
02.01.2020 13:45:00.000 GMT-0800,83.576,83.578,83.573,0.83577,25.93,CADJPY
02.01.2020 14:00:00.000 GMT-0800,83.627,83.684,83.612,0.83619,21.66,CADJPY
02.01.2020 14:15:00.000 GMT-0800,83.615,83.616,83.615,0.83616,8,CADJPY
02.01.2020 14:30:00.000 GMT-0800,83.629,83.63,83.591,0.8362,92.57,CADJPY
02.01.2020 14:45:00.000 GMT-0800,83.639,83.641,83.639,0.8364,28.01,CADJPY
02.01.2020 15:00:00.000 GMT-0800,83.616,83.616,83.597,0.83607,83.74,CADJPY
02.01.2020 15:15:00.000 GMT-0800,83.633,83.633,83.629,0.83629,19.25,CADJPY
02.01.2020 15:30:00.000 GMT-0800,83.653,83.669,83.653,0.83668,79.41,CADJPY
02.01.2020 15:45:00.000 GMT-0800,83.626,83.627,83.617,0.83623,24.5,CADJPY
02.01.2020 16:00:00.000 GMT-0800,83.602,83.602,83.588,0.83593,99.82,CADJPY
02.01.2020 16:15:00.000 GMT-0800,83.588,83.597,83.588,0.83597,100.64,CADJPY
02.01.2020 16:30:00.000 GMT-0800,83.575,83.576,83.57,0.83571,62.76,CADJPY
02.01.2020 16:45:00.000 GMT-0800,83.578,83.581,83.577,0.83578,24,CADJPY
02.01.2020 17:00:00.000 GMT-0800,83.499,83.524,83.499,0.83524,158.02,CADJPY
02.01.2020 17:15:00.000 GMT-0800,83.535,83.536,83.52,0.83521,135.31,CADJPY
02.01.2020 17:30:00.000 GMT-0800,83.528,83.528,83.523,0.83528,66.87,CADJPY
02.01.2020 17:45:00.000 GMT-0800,83.42,83.425,83.41,0.83412,95.59,CADJPY
02.01.2020 18:00:00.000 GMT-0800,83.351,83.355,83.334,0.83342,188.63,CADJPY
02.01.2020 18:15:00.000 GMT-0800,83.328,83.334,83.294,0.83294,280.26,CADJPY
02.01.2020 18:30:00.000 GMT-0800,83.28,83.292,83.278,0.83283,271.93,CADJPY
02.01.2020 18:45:00.000 GMT-0800,83.234,83.245,83.221,0.83232,215.07,CADJPY
02.01.2020 19:00:00.000 GMT-0800,83.201,83.21,83.196,0.83201,132.75,CADJPY
02.01.2020 19:15:00.000 GMT-0800,83.18,83.197,83.179,0.8319,156.94,CADJPY
02.01.2020 19:30:00.000 GMT-0800,83.119,83.133,83.119,0.83132,53.17,CADJPY
02.01.2020 19:45:00.000 GMT-0800,83.155,83.16,83.154,0.83159,82.37,CADJPY
02.01.2020 20:00:00.000 GMT-0800,83.263,83.281,83.263,0.83271,206.21,CADJPY
02.01.2020 20:15:00.000 GMT-0800,83.252,83.259,83.243,0.83253,115.1,CADJPY
02.01.2020 20:30:00.000 GMT-0800,83.269,83.271,83.262,0.83267,61.25,CADJPY
02.01.2020 20:45:00.000 GMT-0800,83.275,83.275,83.267,0.8327,87.98,CADJPY
02.01.2020 21:00:00.000 GMT-0800,83.224,83.228,83.218,0.83227,69,CADJPY
02.01.2020 21:15:00.000 GMT-0800,83.172,83.178,83.168,0.83169,82,CADJPY
02.01.2020 21:30:00.000 GMT-0800,83.192,83.197,83.186,0.83197,119.77,CADJPY
02.01.2020 21:45:00.000 GMT-0800,83.219,83.232,83.219,0.83226,113.33,CADJPY
02.01.2020 22:00:00.000 GMT-0800,83.211,83.216,83.203,0.83205,74.85,CADJPY
02.01.2020 22:15:00.000 GMT-0800,83.239,83.24,83.221,0.83222,102.57,CADJPY
02.01.2020 22:30:00.000 GMT-0800,83.216,83.235,83.216,0.83229,115.75,CADJPY
02.01.2020 22:45:00.000 GMT-0800,83.242,83.252,83.242,0.8325,64.83,CADJPY
02.01.2020 23:00:00.000 GMT-0800,83.275,83.275,83.249,0.83251,164.55,CADJPY
02.01.2020 23:15:00.000 GMT-0800,83.175,83.18,83.159,0.83171,136.64,CADJPY
02.01.2020 23:30:00.000 GMT-0800,83.226,83.232,83.214,0.83219,178.75,CADJPY
02.01.2020 23:45:00.000 GMT-0800,83.266,83.269,83.253,0.83258,111.75,CADJPY
03.01.2020 00:00:00.000 GMT-0800,83.27,83.28,83.248,0.83275,427.05,CADJPY
03.01.2020 00:15:00.000 GMT-0800,83.316,83.318,83.307,0.83309,118.51,CADJPY
03.01.2020 00:30:00.000 GMT-0800,83.304,83.308,83.301,0.83305,64.57,CADJPY
03.01.2020 00:45:00.000 GMT-0800,83.2,83.203,83.158,0.83158,220.76,CADJPY
03.01.2020 01:00:00.000 GMT-0800,83.257,83.259,83.218,0.83229,187.19,CADJPY
03.01.2020 01:15:00.000 GMT-0800,83.205,83.205,83.184,0.83189,137.19,CADJPY
03.01.2020 01:30:00.000 GMT-0800,83.244,83.246,83.225,0.83229,128.19,CADJPY
03.01.2020 01:45:00.000 GMT-0800,83.198,83.207,83.197,0.83201,131.2,CADJPY
03.01.2020 02:00:00.000 GMT-0800,83.236,83.267,83.236,0.8326,198.49,CADJPY
03.01.2020 02:15:00.000 GMT-0800,83.241,83.245,83.232,0.83235,151.08,CADJPY
03.01.2020 02:30:00.000 GMT-0800,83.243,83.247,83.234,0.83241,173.75,CADJPY
03.01.2020 02:45:00.000 GMT-0800,83.243,83.25,83.234,0.83234,60,CADJPY
03.01.2020 03:00:00.000 GMT-0800,83.2,83.212,83.191,0.83204,160.63,CADJPY
03.01.2020 03:15:00.000 GMT-0800,83.238,83.238,83.204,0.83206,87.73,CADJPY
03.01.2020 03:30:00.000 GMT-0800,83.158,83.16,83.137,0.83144,91.03,CADJPY
03.01.2020 03:45:00.000 GMT-0800,83.068,83.091,83.066,0.8309,129.45,CADJPY
03.01.2020 04:00:00.000 GMT-0800,83.089,83.103,83.088,0.83088,103.95,CADJPY
03.01.2020 04:15:00.000 GMT-0800,83.145,83.177,83.145,0.83161,196.45,CADJPY
03.01.2020 04:30:00.000 GMT-0800,83.152,83.17,83.149,0.8317,95.68,CADJPY
03.01.2020 04:45:00.000 GMT-0800,83.197,83.202,83.194,0.83196,57.5,CADJPY
03.01.2020 05:00:00.000 GMT-0800,83.189,83.229,83.189,0.83229,92.94,CADJPY
03.01.2020 05:15:00.000 GMT-0800,83.314,83.325,83.304,0.83325,106.9,CADJPY
03.01.2020 05:30:00.000 GMT-0800,83.266,83.269,83.262,0.83268,78.81,CADJPY
03.01.2020 05:45:00.000 GMT-0800,83.286,83.289,83.281,0.83281,59.09,CADJPY
03.01.2020 06:00:00.000 GMT-0800,83.259,83.275,83.252,0.83274,166.41,CADJPY
03.01.2020 06:15:00.000 GMT-0800,83.267,83.283,83.267,0.83283,65.32,CADJPY
03.01.2020 06:30:00.000 GMT-0800,83.248,83.297,83.244,0.83297,248.36,CADJPY
03.01.2020 06:45:00.000 GMT-0800,83.347,83.353,83.327,0.83345,190.15,CADJPY
03.01.2020 07:00:00.000 GMT-0800,83.309,83.309,83.172,0.83226,914.17,CADJPY
03.01.2020 07:15:00.000 GMT-0800,83.249,83.261,83.245,0.83259,176.11,CADJPY
03.01.2020 07:30:00.000 GMT-0800,83.213,83.22,83.205,0.83214,140.52,CADJPY
03.01.2020 07:45:00.000 GMT-0800,83.238,83.252,83.238,0.83245,104.08,CADJPY
03.01.2020 08:00:00.000 GMT-0800,83.224,83.231,83.207,0.83214,193.19,CADJPY
03.01.2020 08:15:00.000 GMT-0800,83.203,83.203,83.177,0.83191,182.14,CADJPY
03.01.2020 08:30:00.000 GMT-0800,83.171,83.182,83.163,0.83182,147.04,CADJPY
03.01.2020 08:45:00.000 GMT-0800,83.148,83.158,83.144,0.83157,94.36,CADJPY
03.01.2020 09:00:00.000 GMT-0800,83.133,83.133,83.126,0.83131,37.47,CADJPY
03.01.2020 09:15:00.000 GMT-0800,83.122,83.129,83.118,0.83118,59.25,CADJPY
03.01.2020 09:30:00.000 GMT-0800,83.103,83.106,83.1,0.83104,62.03,CADJPY
03.01.2020 09:45:00.000 GMT-0800,83.145,83.155,83.145,0.83146,56.1,CADJPY
03.01.2020 10:00:00.000 GMT-0800,83.156,83.156,83.142,0.83144,55.66,CADJPY
03.01.2020 10:15:00.000 GMT-0800,83.113,83.119,83.113,0.83118,32.58,CADJPY
03.01.2020 10:30:00.000 GMT-0800,83.087,83.094,83.085,0.8309,109.2,CADJPY
03.01.2020 10:45:00.000 GMT-0800,83.12,83.137,83.11,0.8313,217.65,CADJPY
03.01.2020 11:00:00.000 GMT-0800,83.177,83.193,83.169,0.83177,112.32,CADJPY
03.01.2020 11:15:00.000 GMT-0800,83.123,83.124,83.115,0.83115,72.44,CADJPY
03.01.2020 11:30:00.000 GMT-0800,83.153,83.156,83.151,0.83155,57.93,CADJPY
03.01.2020 11:45:00.000 GMT-0800,83.176,83.18,83.173,0.83174,65.24,CADJPY
03.01.2020 12:00:00.000 GMT-0800,83.144,83.154,83.14,0.83141,62.84,CADJPY
03.01.2020 12:15:00.000 GMT-0800,83.153,83.16,83.153,0.83154,35.88,CADJPY
03.01.2020 12:30:00.000 GMT-0800,83.182,83.186,83.179,0.83184,65.1,CADJPY
03.01.2020 12:45:00.000 GMT-0800,83.175,83.179,83.173,0.83177,51.54,CADJPY
03.01.2020 13:00:00.000 GMT-0800,83.224,83.249,83.22,0.83246,74.45,CADJPY
03.01.2020 13:15:00.000 GMT-0800,83.235,83.242,83.23,0.83232,42.31,CADJPY
03.01.2020 13:30:00.000 GMT-0800,83.213,83.215,83.203,0.83204,39.24,CADJPY
03.01.2020 13:45:00.000 GMT-0800,83.184,83.186,83.176,0.83176,47.9,CADJPY
05.01.2020 14:00:00.000 GMT-0800,83.083,83.083,83.064,0.83074,10.5,CADJPY
05.01.2020 14:15:00.000 GMT-0800,83.111,83.111,83.105,0.83111,4.5,CADJPY
05.01.2020 14:30:00.000 GMT-0800,83.102,83.102,83.086,0.83086,28.83,CADJPY
05.01.2020 14:45:00.000 GMT-0800,83.037,83.046,83.035,0.83045,29.42,CADJPY
05.01.2020 15:00:00.000 GMT-0800,83.015,83.027,82.985,0.82992,284.49,CADJPY
05.01.2020 15:15:00.000 GMT-0800,83.016,83.025,83.006,0.83007,102.5,CADJPY
05.01.2020 15:30:00.000 GMT-0800,83.011,83.036,83.011,0.83025,149.59,CADJPY
05.01.2020 15:45:00.000 GMT-0800,83.081,83.082,83.07,0.83072,209.6,CADJPY
05.01.2020 16:00:00.000 GMT-0800,83.127,83.166,83.127,0.83134,406.09,CADJPY
05.01.2020 16:15:00.000 GMT-0800,83.206,83.206,83.187,0.83201,179.68,CADJPY
05.01.2020 16:30:00.000 GMT-0800,83.227,83.228,83.217,0.83219,92.19,CADJPY
05.01.2020 16:45:00.000 GMT-0800,83.293,83.299,83.29,0.83299,128.43,CADJPY
05.01.2020 17:00:00.000 GMT-0800,83.264,83.279,83.26,0.83272,211.26,CADJPY
05.01.2020 17:15:00.000 GMT-0800,83.245,83.247,83.234,0.83239,112.34,CADJPY
05.01.2020 17:30:00.000 GMT-0800,83.266,83.266,83.255,0.8326,115.34,CADJPY
05.01.2020 17:45:00.000 GMT-0800,83.247,83.249,83.229,0.83229,89.26,CADJPY
05.01.2020 18:00:00.000 GMT-0800,83.16,83.162,83.149,0.83152,112.62,CADJPY
05.01.2020 18:15:00.000 GMT-0800,83.19,83.19,83.185,0.83187,56.61,CADJPY
05.01.2020 18:30:00.000 GMT-0800,83.232,83.233,83.224,0.83231,118.73,CADJPY
05.01.2020 18:45:00.000 GMT-0800,83.235,83.236,83.233,0.83236,101.42,CADJPY
05.01.2020 19:00:00.000 GMT-0800,83.242,83.248,83.239,0.83248,51.35,CADJPY
05.01.2020 19:15:00.000 GMT-0800,83.251,83.251,83.247,0.83249,47.68,CADJPY
05.01.2020 19:30:00.000 GMT-0800,83.239,83.24,83.238,0.83239,30,CADJPY
05.01.2020 19:45:00.000 GMT-0800,83.24,83.246,83.238,0.83246,55.52,CADJPY
05.01.2020 20:00:00.000 GMT-0800,83.267,83.267,83.257,0.83258,74.13,CADJPY
05.01.2020 20:15:00.000 GMT-0800,83.271,83.271,83.262,0.83262,57.14,CADJPY
05.01.2020 20:30:00.000 GMT-0800,83.303,83.303,83.296,0.83299,68.15,CADJPY
05.01.2020 20:45:00.000 GMT-0800,83.291,83.294,83.29,0.83291,39.25,CADJPY
05.01.2020 21:00:00.000 GMT-0800,83.283,83.29,83.28,0.83281,88.99,CADJPY
05.01.2020 21:15:00.000 GMT-0800,83.261,83.261,83.251,0.83255,48.16,CADJPY
05.01.2020 21:30:00.000 GMT-0800,83.27,83.27,83.266,0.83268,32.61,CADJPY
05.01.2020 21:45:00.000 GMT-0800,83.268,83.272,83.265,0.83265,54.69,CADJPY
05.01.2020 22:00:00.000 GMT-0800,83.276,83.278,83.265,0.83267,73.38,CADJPY
05.01.2020 22:15:00.000 GMT-0800,83.203,83.206,83.189,0.83196,192.61,CADJPY
05.01.2020 22:30:00.000 GMT-0800,83.214,83.214,83.209,0.83212,41.97,CADJPY
05.01.2020 22:45:00.000 GMT-0800,83.241,83.248,83.238,0.8324,95.4,CADJPY
05.01.2020 23:00:00.000 GMT-0800,83.262,83.277,83.256,0.83262,150.64,CADJPY
05.01.2020 23:15:00.000 GMT-0800,83.231,83.24,83.226,0.83236,75.24,CADJPY
05.01.2020 23:30:00.000 GMT-0800,83.289,83.352,83.288,0.83342,254.74,CADJPY
05.01.2020 23:45:00.000 GMT-0800,83.333,83.337,83.329,0.8333,78.09,CADJPY
06.01.2020 00:00:00.000 GMT-0800,83.289,83.305,83.286,0.83298,315.4,CADJPY
06.01.2020 00:15:00.000 GMT-0800,83.231,83.249,83.225,0.83246,136.11,CADJPY
06.01.2020 00:30:00.000 GMT-0800,83.207,83.208,83.197,0.83199,121.79,CADJPY
06.01.2020 00:45:00.000 GMT-0800,83.164,83.175,83.153,0.83173,130.09,CADJPY
06.01.2020 01:00:00.000 GMT-0800,83.193,83.224,83.189,0.83224,227.96,CADJPY
06.01.2020 01:15:00.000 GMT-0800,83.218,83.225,83.214,0.83216,81.52,CADJPY
06.01.2020 01:30:00.000 GMT-0800,83.233,83.235,83.22,0.83228,99.1,CADJPY
06.01.2020 01:45:00.000 GMT-0800,83.273,83.277,83.271,0.83277,42.07,CADJPY
06.01.2020 02:00:00.000 GMT-0800,83.28,83.283,83.276,0.83276,113.95,CADJPY
06.01.2020 02:15:00.000 GMT-0800,83.305,83.307,83.298,0.833,63.64,CADJPY
06.01.2020 02:30:00.000 GMT-0800,83.296,83.306,83.296,0.83297,74.26,CADJPY
06.01.2020 02:45:00.000 GMT-0800,83.307,83.308,83.296,0.833,75.5,CADJPY
06.01.2020 03:00:00.000 GMT-0800,83.267,83.271,83.259,0.83271,110.5,CADJPY
06.01.2020 03:15:00.000 GMT-0800,83.258,83.268,83.248,0.83253,74.14,CADJPY
06.01.2020 03:30:00.000 GMT-0800,83.31,83.346,83.31,0.83344,249.56,CADJPY
06.01.2020 03:45:00.000 GMT-0800,83.321,83.324,83.313,0.83315,94.4,CADJPY
06.01.2020 04:00:00.000 GMT-0800,83.296,83.316,83.292,0.83292,159.97,CADJPY
06.01.2020 04:15:00.000 GMT-0800,83.331,83.333,83.321,0.83329,54.25,CADJPY
06.01.2020 04:30:00.000 GMT-0800,83.351,83.351,83.339,0.8334,50.92,CADJPY
06.01.2020 04:45:00.000 GMT-0800,83.36,83.368,83.36,0.83365,40.39,CADJPY
06.01.2020 05:00:00.000 GMT-0800,83.402,83.406,83.396,0.83398,74.68,CADJPY
06.01.2020 05:15:00.000 GMT-0800,83.3,83.306,83.294,0.83296,102.7,CADJPY
06.01.2020 05:30:00.000 GMT-0800,83.323,83.332,83.316,0.83331,156.6,CADJPY
06.01.2020 05:45:00.000 GMT-0800,83.316,83.319,83.313,0.83317,36.17,CADJPY
06.01.2020 06:00:00.000 GMT-0800,83.359,83.359,83.313,0.83331,148.44,CADJPY
06.01.2020 06:15:00.000 GMT-0800,83.275,83.298,83.275,0.83286,85.62,CADJPY
06.01.2020 06:30:00.000 GMT-0800,83.272,83.279,83.255,0.83279,251.69,CADJPY
06.01.2020 06:45:00.000 GMT-0800,83.309,83.312,83.288,0.83293,208.91,CADJPY
06.01.2020 07:00:00.000 GMT-0800,83.257,83.266,83.253,0.83254,174.36,CADJPY
06.01.2020 07:15:00.000 GMT-0800,83.293,83.306,83.293,0.83304,90.13,CADJPY
06.01.2020 07:30:00.000 GMT-0800,83.426,83.43,83.41,0.83418,167.12,CADJPY
06.01.2020 07:45:00.000 GMT-0800,83.478,83.509,83.475,0.83482,196.73,CADJPY
06.01.2020 08:00:00.000 GMT-0800,83.499,83.501,83.487,0.83489,192.52,CADJPY
06.01.2020 08:15:00.000 GMT-0800,83.498,83.5,83.493,0.83496,65.28,CADJPY
06.01.2020 08:30:00.000 GMT-0800,83.553,83.56,83.551,0.83558,117.95,CADJPY
06.01.2020 08:45:00.000 GMT-0800,83.598,83.603,83.596,0.83601,49.59,CADJPY
06.01.2020 09:00:00.000 GMT-0800,83.591,83.594,83.583,0.83594,60.22,CADJPY
06.01.2020 09:15:00.000 GMT-0800,83.6,83.606,83.596,0.83601,88.87,CADJPY
06.01.2020 09:30:00.000 GMT-0800,83.594,83.6,83.594,0.83595,48.75,CADJPY
06.01.2020 09:45:00.000 GMT-0800,83.597,83.6,83.585,0.8359,93.25,CADJPY
06.01.2020 10:00:00.000 GMT-0800,83.569,83.593,83.569,0.83591,139.22,CADJPY
06.01.2020 10:15:00.000 GMT-0800,83.598,83.601,83.596,0.83599,36.07,CADJPY
06.01.2020 10:30:00.000 GMT-0800,83.598,83.602,83.596,0.83598,30.54,CADJPY
06.01.2020 10:45:00.000 GMT-0800,83.6,83.6,83.589,0.8359,56.23,CADJPY
06.01.2020 11:00:00.000 GMT-0800,83.573,83.574,83.561,0.83561,62.1,CADJPY
06.01.2020 11:15:00.000 GMT-0800,83.601,83.608,83.599,0.83606,61.52,CADJPY
06.01.2020 11:30:00.000 GMT-0800,83.616,83.62,83.61,0.83619,96.64,CADJPY
06.01.2020 11:45:00.000 GMT-0800,83.673,83.676,83.666,0.83668,66.56,CADJPY
06.01.2020 12:00:00.000 GMT-0800,83.655,83.655,83.648,0.83649,32,CADJPY
06.01.2020 12:15:00.000 GMT-0800,83.654,83.655,83.651,0.83654,51.71,CADJPY
06.01.2020 12:30:00.000 GMT-0800,83.641,83.647,83.637,0.83637,109.35,CADJPY
06.01.2020 12:45:00.000 GMT-0800,83.613,83.613,83.603,0.83607,65.25,CADJPY
06.01.2020 13:00:00.000 GMT-0800,83.655,83.66,83.652,0.83652,48.19,CADJPY
